Patient,File,Variance_Reduction_Percent,Raw_Variance,Clean_Variance
chb11,chb11_19.edf,15.330202893738631,1.4380446431388838e-09,1.2175894816431532e-09
chb11,chb11_24.edf,14.765738561721719,1.8587193525964752e-09,1.5842657123959531e-09
chb11,chb11_25.edf,32.260827104079816,3.070239176446433e-09,2.0797546240513254e-09
chb11,chb11_26.edf,33.620830865670534,6.410223443666777e-09,4.255053061560008e-09
chb11,chb11_27.edf,81.04995998885931,9.959535899314246e-09,1.88733603784397e-09
chb11,chb11_53.edf,4.139226880400515,3.1548427137870414e-09,3.024256616143611e-09
chb11,chb11_54.edf,19.42964318089002,8.975571087036089e-10,7.231649651377845e-10
chb11,chb11_55.edf,23.564091988602197,2.0717797281194805e-09,1.5835836471841936e-09
chb11,chb11_56.edf,24.27927826263685,2.2346302304410434e-09,1.6920781386512595e-09
chb11,chb11_58.edf,74.55598748685901,8.927723630103033e-10,2.2715711175820612e-10
chb11,chb11_60.edf,6.796429103528434,1.37091910382589e-09,1.277745558867636e-09
chb11,chb11_61.edf,12.645597949006538,8.256652715854255e-10,7.212549609361596e-10
chb11,chb11_62.edf,22.225118370282072,5.096118912326591e-10,3.963500451771675e-10
chb11,chb11_63.edf,21.426699815464012,9.251921711975805e-10,7.269540219589011e-10
chb11,chb11_82.edf,22.108300795520265,1.8670206287743666e-09,1.454254092250516e-09
chb11,chb11_92.edf,26.921908680057914,5.559190424061243e-09,4.062550254744951e-09
chb11,chb11_99.edf,18.947244440052756,6.432557007509191e-09,5.2137647075506815e-09
chb12,chb12_06.edf,29.809628439910696,1.196889607107293e-09,8.40101262392702e-10
chb12,chb12_08.edf,25.39197442871576,5.437479761194772e-10,4.0567962906656007e-10
chb12,chb12_09.edf,89.30737756488409,4.63121282918668e-10,4.951981019915809e-11
chb12,chb12_10.edf,17.373840378280136,5.61826204753121e-10,4.642154167359644e-10
chb12,chb12_11.edf,86.75357519626833,6.925431889752006e-10,9.173721276096529e-11
chb12,chb12_19.edf,23.851380131149725,2.7492372189523484e-09,2.0935061991529747e-09
chb12,chb12_20.edf,21.265195682673276,1.9436223017800987e-09,1.5303072159744822e-09
chb12,chb12_21.edf,24.911974598449905,2.807715485248237e-09,2.1082581167664515e-09
chb12,chb12_23.edf,25.56788754063438,2.707603507334657e-09,2.0153264875330597e-09
chb12,chb12_24.edf,23.65976095285983,2.604508222980906e-09,1.988287803426046e-09
chb12,chb12_28.edf,6.543618093981552,2.9340794111153614e-08,2.7420844598778292e-08
chb12,chb12_29.edf,6.023558546026598,5.491569214143537e-08,5.1607813274340285e-08
chb12,chb12_32.edf,18.425748985483935,2.170575899675044e-09,1.7706310328615107e-09
chb12,chb12_33.edf,27.502238184350002,1.1774417545286848e-09,8.536189187162161e-10
chb12,chb12_34.edf,31.935547289776846,1.367454898600428e-09,9.307506927915182e-10
chb12,chb12_35.edf,22.86158502149118,7.024881156202091e-10,5.418881978018237e-10
chb12,chb12_36.edf,28.739475314603013,1.4525281209492696e-09,1.0350791601913874e-09
chb12,chb12_37.edf,86.16390831075546,9.53644281535456e-10,1.3194709718248296e-10
chb12,chb12_38.edf,83.22572537364107,9.371314304693553e-10,1.5719699975685557e-10
chb12,chb12_39.edf,36.87053203344731,2.1410479547113833e-09,1.3516321827180543e-09
chb12,chb12_40.edf,82.63431565791781,6.857120049539711e-10,1.1907858227606963e-10
chb12,chb12_41.edf,82.80341868848605,6.735881712384738e-10,1.1583413757176396e-10
chb12,chb12_42.edf,25.0956280856382,1.0840689991865333e-09,8.120150749589807e-10
chb13,chb13_02.edf,22.126383706249044,4.407985534812283e-09,3.4326577416637632e-09
chb13,chb13_03.edf,20.305500509746842,5.358491900668001e-09,4.2704233004631165e-09
chb13,chb13_04.edf,26.061264637750348,5.9329132832490985e-09,4.386721051773308e-09
chb13,chb13_05.edf,29.067475941497566,5.830977872179412e-09,4.136059782029614e-09
chb13,chb13_06.edf,94.14788202513981,5.407621806851912e-09,3.164604077712403e-10
chb13,chb13_07.edf,26.95739843851439,4.9654749694341545e-09,3.626912097559089e-09
chb13,chb13_08.edf,83.59516363738818,1.5147443542079021e-09,2.4849133261970744e-10
chb13,chb13_09.edf,23.82025996989118,1.2913575121980485e-09,9.837527956517542e-10
chb13,chb13_10.edf,85.51445398686246,1.0258270565826908e-09,1.485966502965001e-10
chb13,chb13_11.edf,91.47505618577739,7.426419797586774e-10,6.330981151525765e-11
chb13,chb13_12.edf,95.69258575963615,9.723159173929391e-10,4.188167428710789e-11
chb13,chb13_13.edf,24.332835847942125,6.784962547212126e-10,5.133988748254646e-10
chb13,chb13_14.edf,94.97064300677226,5.722140174788756e-10,2.8778685704303136e-11
chb13,chb13_15.edf,97.85433177163748,1.1021517559955274e-09,2.364852005673575e-11
chb13,chb13_16.edf,28.22287642587612,2.3352662181149055e-09,1.676186919161105e-09
chb13,chb13_18.edf,27.779784051835698,6.55654994211755e-09,4.735154526946536e-09
chb13,chb13_19.edf,20.950987552380973,6.752843190943747e-09,5.338055854577316e-09
chb13,chb13_21.edf,18.51430197899484,4.3705858236170225e-09,3.561402365981428e-09
chb13,chb13_22.edf,20.212316873657187,5.711364001681761e-09,4.556965011853856e-09
chb13,chb13_24.edf,17.364617124833657,4.00953595507694e-09,3.313295387995287e-09
chb13,chb13_30.edf,28.794681696712566,6.1083510661887164e-09,4.349470819761927e-09
chb13,chb13_36.edf,80.9574240357956,1.037970759453924e-09,1.9765637035524285e-10
chb13,chb13_37.edf,78.009231880897,9.09639640949506e-10,2.0003674416064692e-10
chb13,chb13_38.edf,85.62871494432571,6.727184926041467e-10,9.667829219437716e-11
chb13,chb13_39.edf,96.57054169831956,8.928846620517133e-10,3.0621107167163856e-11
chb13,chb13_40.edf,27.78396959584315,2.2379601875684387e-09,1.6161660094873493e-09
chb13,chb13_47.edf,32.71707311849843,2.1467467147830595e-08,1.4443940224385229e-08
chb13,chb13_55.edf,15.623127712586859,4.174903562914626e-09,3.522653047403135e-09
chb13,chb13_56.edf,84.69454831197667,1.8810850099774896e-09,2.879085574127536e-10
chb13,chb13_58.edf,97.10615827785752,2.093214408274943e-09,6.05743118805582e-11
chb13,chb13_59.edf,19.456815313333355,2.0642163123855616e-09,1.6625855568170026e-09
chb13,chb13_60.edf,87.60622588321439,1.61444894374783e-09,2.0009115531893722e-10
chb13,chb13_62.edf,74.75160090937155,1.9830139412517335e-09,5.00679273910038e-10
chb14,chb14_01.edf,18.00112683975086,3.7126674904715847e-09,3.0443455063735994e-09
chb14,chb14_02.edf,14.670156958082858,3.685412535814777e-09,3.1447567322578874e-09
chb14,chb14_03.edf,16.12934090707936,3.4386640318156587e-09,2.8840301874749913e-09
chb14,chb14_04.edf,13.996968705123546,2.9524437499975376e-09,2.539191122274006e-09
chb14,chb14_06.edf,13.274157566268507,3.636638055044941e-09,3.1539049895033927e-09
chb14,chb14_07.edf,10.860576232827057,2.748362753492792e-09,2.4498747214950825e-09
chb14,chb14_11.edf,10.357811988781673,1.3276260118601711e-09,1.1901130056375343e-09
chb14,chb14_12.edf,10.06685384726449,1.0727418352230397e-09,9.647504825126735e-10
chb14,chb14_13.edf,9.176826871122001,8.751191042472272e-10,7.948109391343455e-10
chb14,chb14_14.edf,11.33381622360552,1.5384618135348563e-09,1.3640953789184671e-09
chb14,chb14_16.edf,6.728166124299351,9.632023281438803e-10,8.983964753932411e-10
chb14,chb14_17.edf,13.234225861060512,1.8957512339892263e-09,1.6448632339192504e-09
chb14,chb14_18.edf,19.858375502787283,2.199107795387026e-09,1.7624007116680032e-09
chb14,chb14_19.edf,6.978140681663058,1.3202745383193549e-09,1.228143923651253e-09
chb14,chb14_20.edf,7.542376892950243,1.11857938403632e-09,1.0342119110454594e-09
chb14,chb14_22.edf,9.912731214243053,1.498122477111039e-09,1.3496176226948617e-09
chb14,chb14_24.edf,13.770087096401873,2.026912133472052e-09,1.747804567325413e-09
chb14,chb14_25.edf,15.536455549351647,2.7850569241998166e-09,2.352357793147372e-09
chb14,chb14_26.edf,14.840067116210554,2.639657597377679e-09,2.2479306382886804e-09
chb14,chb14_27.edf,13.775247676337198,1.6971253625403764e-09,1.463342140472504e-09
chb14,chb14_29.edf,16.775471220560657,2.9363448477089902e-09,2.443759162845153e-09
chb14,chb14_30.edf,18.367441782401393,2.7364319898555695e-09,2.2338194372038396e-09
chb14,chb14_32.edf,15.78933294728293,2.9341738967815275e-09,2.4708874109664263e-09
chb14,chb14_37.edf,9.27796722609937,9.464243193135734e-10,8.58615381147826e-10
chb14,chb14_39.edf,7.361946801887164,9.422274037434856e-10,8.728611235270876e-10
chb14,chb14_42.edf,15.267146189812653,1.5850055713323516e-09,1.3430204536403662e-09
chb15,chb15_01.edf,72.15165598668894,7.044424114706101e-09,1.961755461219998e-09
chb15,chb15_02.edf,28.45575402810885,4.291663261808304e-09,3.07043812031342e-09
chb15,chb15_03.edf,91.29165708763179,6.80508312699885e-10,5.9260997417077e-11
chb15,chb15_04.edf,75.40696941066123,5.106623947725121e-10,1.2558735895465376e-10
chb15,chb15_05.edf,23.146936014244844,3.912457421279912e-10,3.006843405391677e-10
chb15,chb15_06.edf,11.347462380460316,1.695593021705568e-10,1.5031862414418183e-10
chb15,chb15_07.edf,26.48626289169911,1.7310137114799709e-10,1.272532869166028e-10
chb15,chb15_08.edf,12.712989212790271,1.9987588324413522e-10,1.7446568376833903e-10
chb15,chb15_09.edf,24.10886324282153,1.7126317529663334e-10,1.299735705790543e-10
chb15,chb15_10.edf,11.594296139669247,1.8132804241600312e-10,1.6030433219402666e-10
chb15,chb15_11.edf,78.55368695783818,4.221639907466221e-10,9.053861100680364e-11
chb15,chb15_12.edf,98.20147435651678,9.146572817482979e-10,1.6450345762229723e-11
chb15,chb15_13.edf,73.7174959866846,3.141496285864588e-09,8.256638874105146e-10
chb15,chb15_14.edf,97.89458467320469,1.367148373859183e-09,2.878415140326405e-11
chb15,chb15_15.edf,28.168876232235696,5.3365678904677746e-09,3.833316686352676e-09
chb15,chb15_16.edf,98.12906090612184,1.282815106614411e-09,2.400068933182389e-11
chb15,chb15_17.edf,31.355291753422254,1.983886650153532e-10,1.3618332029406965e-10
chb15,chb15_19.edf,28.695012641146565,4.558798608494363e-09,3.2506507715024917e-09
chb15,chb15_20.edf,28.994778439350142,3.1053934184458034e-09,2.204991477097281e-09
chb15,chb15_22.edf,85.72800170821398,2.8568249880683465e-09,4.0772601349643094e-10
chb15,chb15_26.edf,93.14671873815004,2.7709918508635033e-09,1.8990386528261798e-10
chb15,chb15_28.edf,85.12401909633832,9.173071153943124e-10,1.3645843131398785e-10
chb15,chb15_29.edf,74.71269233258779,5.313003221034302e-10,1.3435154708824647e-10
chb15,chb15_30.edf,15.926324769251199,2.763256305155043e-10,2.32317113178924e-10
chb15,chb15_31.edf,18.713129960791008,1.8302027118226386e-10,1.4877144998133469e-10
chb15,chb15_32.edf,74.98443625141782,2.211728303648136e-10,5.532763037445348e-11
chb15,chb15_33.edf,17.234843537095713,2.3119803862342437e-10,1.9135141840584306e-10
chb15,chb15_35.edf,35.49948252204898,3.740982843363288e-10,2.412953292730687e-10
chb15,chb15_37.edf,40.000879401501585,3.2925854733458704e-10,1.9755223289614284e-10
chb15,chb15_40.edf,97.6659421995042,2.861250542437645e-09,6.678324147749421e-11
chb15,chb15_45.edf,18.025114894846617,5.132880590463621e-09,4.207672966617272e-09
chb15,chb15_46.edf,82.02803472170788,3.135629501003057e-09,5.635342451761541e-10
chb15,chb15_49.edf,63.85524998775354,5.956340738656747e-09,2.152904469865076e-09
chb15,chb15_50.edf,37.83532406683589,1.5278736711181948e-09,9.497977163187635e-10
chb15,chb15_51.edf,82.97741323050182,3.401340363573778e-10,5.789961147153111e-11
chb15,chb15_52.edf,93.54007319710507,1.3857191379214082e-09,8.951644200342948e-11
chb15,chb15_54.edf,76.16213525165153,2.874904349586895e-10,6.85315810498911e-11
chb15,chb15_61.edf,49.629210319751124,1.6757695816836588e-09,8.440983715154622e-10
chb15,chb15_62.edf,76.8607225147466,3.874313645151684e-10,8.96488185000684e-11
chb15,chb15_63.edf,91.57988743745727,7.622326774477563e-10,6.418084942958433e-11
chb16,chb16_01.edf,96.29732441767958,1.3769769744544149e-08,5.098499020729817e-10
chb16,chb16_02.edf,83.09674308001438,9.870805324421105e-09,1.6684875840585196e-09
chb16,chb16_03.edf,83.42262139466091,1.1275732698840634e-08,1.869220900012831e-09
chb16,chb16_04.edf,83.85126848377394,8.682763905135448e-09,1.4021562312281095e-09
chb16,chb16_05.edf,81.2033364743534,7.72183194760569e-09,1.4514467692073255e-09
chb16,chb16_06.edf,11.304089129543282,2.8024293659676344e-09,2.4856402526461584e-09
chb16,chb16_07.edf,10.580428244917039,3.1710946612478972e-09,2.8355792660361684e-09
chb16,chb16_08.edf,11.883717263105053,1.7788100613275395e-09,1.5674213029917092e-09
chb16,chb16_09.edf,63.1426647565551,3.61007517817259e-09,1.3305775109594623e-09
chb16,chb16_10.edf,94.35149894125176,1.3198373504879846e-08,7.455102671606849e-10
chb16,chb16_11.edf,96.19457442984803,1.3436675886853712e-08,5.113226999767747e-10
chb16,chb16_12.edf,11.60610093166179,3.5117844278236003e-09,3.1042031826280117e-09
chb16,chb16_13.edf,75.00461781071523,9.71160530930954e-10,2.4274528637767903e-10
chb16,chb16_14.edf,8.926632569482829,2.870196959009827e-09,2.61398502245855e-09
chb16,chb16_15.edf,93.3076878280774,6.749586294789754e-09,4.517033851606339e-10
chb16,chb16_16.edf,94.60617533902516,1.449204587990023e-08,7.816755445498479e-10
chb16,chb16_17.edf,94.35302635902148,8.866610450799746e-09,5.006951550049082e-10
chb16,chb16_18.edf,82.24987068952201,8.617613984168695e-09,1.529637625667778e-09
chb16,chb16_19.edf,93.86326218994955,9.234222701168591e-09,5.666800359668739e-10
chb17,chb17a_03.edf,78.06068425350661,2.9910366765339992e-09,6.562129805582164e-10
chb17,chb17a_04.edf,74.08876761132265,1.846907519685357e-09,4.785564994296297e-10
chb17,chb17a_05.edf,94.93004938157071,3.97609235696377e-09,2.0158591904120422e-10
chb17,chb17a_06.edf,21.429329089621728,9.287490881514185e-10,7.2972438963459e-10
chb17,chb17a_08.edf,18.331431573538893,7.681377868493614e-09,6.273271340625747e-09
chb17,chb17b_57.edf,78.36363507331404,6.0515569926428054e-09,1.3093369546745796e-09
chb17,chb17b_58.edf,81.92541854870286,3.36669575849388e-09,6.085161670863421e-10
chb17,chb17b_59.edf,73.60318352120514,5.6926213623213575e-09,1.5026708138446402e-09
chb17,chb17b_60.edf,90.34828345475499,6.1873766405521155e-09,5.971880549327939e-10
chb17,chb17b_63.edf,96.85200777819564,6.570599478034224e-09,2.0684196049443545e-10
chb17,chb17b_67.edf,94.23718751874566,8.708758407067291e-10,5.0186941644476056e-11
chb17,chb17b_68.edf,24.990281641758827,9.298268441596113e-09,6.974604970234465e-09
chb17,chb17b_69.edf,97.1247167900427,2.7645057376729028e-09,7.948736931361511e-11
chb17,chb17c_02.edf,55.926311648799555,1.8009097471786284e-09,7.937273494579006e-10
chb17,chb17c_03.edf,83.00713210460493,2.088539095985591e-09,3.5490268952450967e-10
chb17,chb17c_04.edf,40.7409959859062,7.762108427028736e-10,4.5997481443512716e-10
chb17,chb17c_05.edf,30.963688611849815,7.648102714320034e-10,5.279968005143545e-10
chb17,chb17c_06.edf,33.23424853940402,1.0990061669902978e-09,7.337597259893646e-10
chb17,chb17c_07.edf,38.198184660028566,9.6436847016848e-10,5.959972211304315e-10
chb17,chb17c_08.edf,19.464394602048273,1.8119465977611666e-08,1.4592621619945448e-08
chb17,chb17c_13.edf,95.21578549878019,1.051576750664884e-08,5.030968739676549e-10
chb18,chb18_01.edf,89.62209206329173,4.789180850195453e-09,4.970167795557465e-10
chb18,chb18_02.edf,94.6953347682269,3.671649830511642e-09,1.9476873199160702e-10
chb18,chb18_03.edf,97.0686773527038,3.769325470050296e-09,1.1049109115388797e-10
chb18,chb18_04.edf,98.20898055904695,3.73532293795892e-09,6.690036000122324e-11
chb18,chb18_05.edf,71.1249752595908,5.331230864315239e-09,1.5393942310393566e-09
chb18,chb18_06.edf,85.34399751196113,2.834999222452996e-09,4.154975565785935e-10
chb18,chb18_07.edf,95.76671984264019,2.92512722927177e-09,1.2382883057429062e-10
chb18,chb18_08.edf,96.7442912180459,1.8010950690208742e-09,5.863841033345482e-11
chb18,chb18_09.edf,14.211148085660952,6.14051182436503e-10,5.267874595786995e-10
chb18,chb18_10.edf,26.776316259069755,3.0280127108963153e-10,2.2172224510618862e-10
chb18,chb18_11.edf,12.810512027590947,3.639125433285268e-10,3.1729348319551373e-10
chb18,chb18_12.edf,20.605724511125047,7.428322379423316e-10,5.897662734121098e-10
chb18,chb18_13.edf,26.193557973925373,2.584678227346179e-10,1.9076590374268308e-10
chb18,chb18_14.edf,28.83930634409816,4.695262167654941e-10,3.341181127466389e-10
chb18,chb18_15.edf,97.08690564848725,2.4624957668209858e-09,7.173482508950286e-11
chb18,chb18_16.edf,96.46276205999813,3.677859305827416e-09,1.3009463474561658e-10
chb18,chb18_17.edf,96.29498860193723,2.7557284868631947e-09,1.021000545379439e-10
chb18,chb18_18.edf,96.5905462500329,3.50222521914767e-09,1.1940674906652342e-10
chb18,chb18_19.edf,84.27059306992129,4.315095828736047e-09,6.787389823247453e-10
chb18,chb18_20.edf,93.48274591906672,4.986145710838499e-09,3.2495978482090243e-10
chb18,chb18_21.edf,91.93310124251235,7.557786855335533e-09,6.096790139266275e-10
chb18,chb18_22.edf,90.65182150253678,5.385217890712336e-09,5.034197809011132e-10
chb18,chb18_23.edf,97.9242692340383,3.5077636042278957e-09,7.28117283301651e-11
chb18,chb18_24.edf,15.6437562909435,6.131832358043129e-10,5.172583447781647e-10
chb18,chb18_25.edf,15.966264074879755,4.285551134977904e-10,3.6013087237033255e-10
chb18,chb18_26.edf,14.924479325344976,5.56444708159757e-10,4.733982327334779e-10
chb18,chb18_27.edf,29.649088495402275,4.2685992718721375e-10,3.0029984962406703e-10
chb18,chb18_28.edf,75.15033150640144,3.886803899330127e-10,9.658578839797987e-11
chb18,chb18_29.edf,33.1880616820169,6.660648528713159e-10,4.450108386581485e-10
chb18,chb18_30.edf,79.38971351516658,6.242051925293405e-10,1.2865047843350312e-10
chb18,chb18_31.edf,96.91435093813902,5.005617092603639e-09,1.5445577685827676e-10
chb18,chb18_32.edf,43.803093088023715,2.1689628707652092e-08,1.2188900454392532e-08
chb18,chb18_33.edf,40.77062676271884,5.806646904866399e-10,3.439240567854354e-10
chb18,chb18_34.edf,96.68672776274342,4.174930037912199e-09,1.3832679787103034e-10
chb18,chb18_35.edf,77.4005706941418,1.7311524900868969e-09,3.912305831737918e-10
chb18,chb18_36.edf,94.92832289731571,1.6784545285600684e-09,8.512579400394853e-11
chb19,chb19_01.edf,97.71039539480438,4.2103491407183765e-09,9.640034782070247e-11
chb19,chb19_02.edf,96.90701908954689,4.950741258339858e-09,1.531254820463777e-10
chb19,chb19_03.edf,93.24362146686799,3.688520930609695e-09,2.492104363457943e-10
chb19,chb19_04.edf,98.111323556146,2.232046184966278e-09,4.215613051140003e-11
chb19,chb19_05.edf,92.471368039981,3.510531183245736e-09,2.6429497262827157e-10
chb19,chb19_06.edf,98.69399417436273,1.5572912332480372e-09,2.0338314228357894e-11
chb19,chb19_07.edf,14.608925121666939,4.482434102617047e-10,3.8275986609376593e-10
chb19,chb19_08.edf,81.86255564241438,4.428664318380893e-10,8.032465265305828e-11
chb19,chb19_09.edf,14.490874841317492,3.096169328055535e-10,2.6475073058517464e-10
chb19,chb19_10.edf,80.42695313004427,1.8776251603715425e-10,3.6750845268160367e-11
chb19,chb19_11.edf,81.65087698327179,1.158382717900641e-10,2.1255306991210842e-11
chb19,chb19_12.edf,34.33496721266126,2.0644302664599248e-10,1.355608811342654e-10
chb19,chb19_13.edf,64.67975934328346,1.8746023711974465e-10,6.621140688634528e-11
chb19,chb19_14.edf,29.44111247649466,1.667798179235668e-10,1.176779841405965e-10
chb19,chb19_15.edf,98.64302062320644,1.7233172186866893e-09,2.3385059254310634e-11
chb19,chb19_16.edf,98.1043490557573,2.291724637943834e-09,4.344309973862492e-11
chb19,chb19_17.edf,96.50292209564142,2.9197700476979296e-09,1.0210663319612439e-10
chb19,chb19_18.edf,91.22377153383445,2.86586685748217e-09,2.5151502294875415e-10
chb19,chb19_19.edf,93.59786346100661,2.847191823087646e-09,1.8228110804112616e-10
chb19,chb19_20.edf,98.15295779523484,2.591379290372333e-09,4.7863869178720805e-11
chb19,chb19_21.edf,99.18627228075279,2.4169314658726553e-09,1.966724129301389e-11
chb19,chb19_22.edf,96.95832480160036,1.6507300236686215e-09,5.0209845722464906e-11
chb19,chb19_23.edf,78.09104892267065,2.9153502049382305e-10,6.38722650132738e-11
chb19,chb19_24.edf,30.05185371043815,6.009463439571893e-10,4.2035082779294825e-10
chb19,chb19_25.edf,84.4504788409076,2.3428176325963437e-10,3.64296923499516e-11
chb19,chb19_26.edf,95.04105679466684,1.1336220880865187e-09,5.6215675511322256e-11
chb19,chb19_27.edf,80.95521797984786,6.84389561421447e-10,1.303405001413898e-10
chb19,chb19_28.edf,24.805171451370413,3.7195895340922885e-09,2.7969389728734664e-09
chb19,chb19_29.edf,24.082338908027968,3.031777339836137e-09,2.3016544459200036e-09
chb19,chb19_30.edf,20.65727220893203,2.883363809033459e-09,2.287739498227586e-09
chb20,chb20_01.edf,18.791288816787844,1.4346562002830454e-09,1.165065810159904e-09
chb20,chb20_02.edf,13.496578863750308,1.066052680968064e-09,9.221720401520847e-10
chb20,chb20_03.edf,24.146028311531985,1.5416010181556742e-09,1.1693655998609397e-09
chb20,chb20_04.edf,25.031564403405316,1.4406469396952917e-09,1.080030473159777e-09
chb20,chb20_05.edf,18.908761621767045,9.899475474922836e-10,8.027607255564386e-10
chb20,chb20_06.edf,21.9694094383864,9.188950448961684e-10,7.170192301738847e-10
chb20,chb20_07.edf,15.053500156848775,6.260400207173222e-10,5.31799085216704e-10
chb20,chb20_08.edf,21.912078506195222,1.1827340613691928e-09,9.23572445322464e-10
chb20,chb20_11.edf,18.803724957896193,1.2737903256792388e-09,1.0342702962982246e-09
chb20,chb20_12.edf,24.488444590532122,5.744963053391903e-10,4.3381109593154846e-10
chb20,chb20_13.edf,26.67945232686958,5.821298941156986e-10,4.2682082653464445e-10
chb20,chb20_14.edf,18.41190692281437,7.966646746936583e-10,6.4998351630212e-10
chb20,chb20_15.edf,27.488472660686625,5.02996518612275e-10,3.647304581093343e-10
chb20,chb20_16.edf,28.31247649873525,7.250175907841751e-10,5.197471557817091e-10
chb20,chb20_17.edf,22.91892678460792,1.3923432246092785e-09,1.073233100370629e-09
chb20,chb20_21.edf,24.215591675091286,2.1536069327117724e-09,1.6320982715998317e-09
chb20,chb20_22.edf,23.359245673711328,1.6506473852575105e-09,1.2650686073285165e-09
chb20,chb20_23.edf,16.85273950094318,1.6796202873363691e-09,1.3965582557065774e-09
chb20,chb20_25.edf,29.372384221271552,1.5494930175727332e-09,1.0943699749694952e-09
chb20,chb20_26.edf,28.280360073497157,3.6992427379914656e-09,2.653083571694784e-09
chb20,chb20_27.edf,22.197344646029027,1.4579343970802006e-09,1.1343116742473032e-09
chb20,chb20_28.edf,21.704918203336877,1.906777582540363e-09,1.492913067930413e-09
chb20,chb20_29.edf,19.093951717175706,1.874974021350641e-09,1.516967387004362e-09
chb20,chb20_30.edf,18.77089146868618,1.0700761360646554e-09,8.692133059316483e-10
chb20,chb20_31.edf,14.826928009981877,1.083115885655848e-09,9.225230730249777e-10
chb20,chb20_34.edf,15.893502726943565,1.0935430999853956e-09,9.197407975689136e-10
chb20,chb20_59.edf,23.584130830873917,1.3630359378282052e-09,1.041575758978972e-09
chb20,chb20_60.edf,18.817822592636656,1.2184690597559238e-09,9.891797137448861e-10
chb20,chb20_68.edf,90.32842040804164,4.686904121446767e-10,4.532976625045014e-11
chb21,chb21_01.edf,66.49233857624614,4.183800829122009e-09,1.4018938164664098e-09
chb21,chb21_02.edf,75.85197398224862,3.3958459392725506e-09,8.200297609382892e-10
chb21,chb21_03.edf,95.65539894847342,4.065539901133387e-09,1.7663148929487367e-10
chb21,chb21_04.edf,93.72959305069946,4.883261829007813e-09,3.0620038907864613e-10
chb21,chb21_05.edf,95.23111405640992,4.8274603145019356e-09,2.302160763706718e-10
chb21,chb21_06.edf,91.96080653426732,4.860198431319531e-09,3.907207547122817e-10
chb21,chb21_07.edf,94.72321341882724,2.79593721402362e-09,1.475356397276138e-10
chb21,chb21_08.edf,86.70131229098833,2.854545323717766e-09,3.7961706811342194e-10
chb21,chb21_09.edf,7.542855264811566,2.558319549889405e-09,2.3653492090298684e-09
chb21,chb21_10.edf,9.818843881025385,1.6190924984134111e-09,1.460116333704805e-09
chb21,chb21_11.edf,10.012516665513804,2.100907037237052e-09,1.89055337000674e-09
chb21,chb21_12.edf,13.951939728426366,1.5009470823917192e-09,1.2915358501008525e-09
chb21,chb21_13.edf,63.815983519234805,1.40509210076447e-09,5.084187573105457e-10
chb21,chb21_14.edf,75.06751182361336,3.4642041209419737e-09,8.637122828597562e-10
chb21,chb21_15.edf,93.36005618753447,4.028822135142797e-09,2.6751152607765577e-10
chb21,chb21_16.edf,82.09136729974229,7.032906021231693e-09,1.2594973074966922e-09
chb21,chb21_17.edf,91.35508671426476,5.511630588041918e-09,4.764756849662836e-10
chb21,chb21_18.edf,87.78909612047286,3.6175131208098215e-09,4.417310500113696e-10
chb21,chb21_19.edf,92.97888322466375,7.512614049850563e-09,5.274694053203264e-10
chb21,chb21_20.edf,83.71921260945176,6.743378426157137e-09,1.0978751045027407e-09
chb21,chb21_21.edf,93.24155400043654,5.564332533518362e-09,3.7606240951398003e-10
chb21,chb21_22.edf,79.1934231268818,6.522423998434759e-09,1.3570931632250378e-09
chb21,chb21_23.edf,77.60633149154205,3.878286028643788e-09,8.68490517064328e-10
chb21,chb21_24.edf,79.96110363055683,5.882784678218672e-09,1.1788451253057204e-09
chb21,chb21_25.edf,96.33234614041416,5.71330301619054e-09,2.0954417858314672e-10
chb21,chb21_26.edf,8.528492960025913,2.7728640637622703e-09,2.5363805472932165e-09
chb21,chb21_27.edf,77.33821970225925,1.2490793470641588e-09,2.830636173761342e-10
chb21,chb21_28.edf,80.84488670027787,1.5785063890846976e-09,3.0236468727252654e-10
chb21,chb21_29.edf,92.06543493366824,7.861906642571389e-09,6.238080980090849e-10
chb21,chb21_30.edf,75.44517452639359,5.598629066044804e-09,1.374733596081902e-09
chb21,chb21_31.edf,98.10654192667612,4.4727244920140985e-09,8.468916299157581e-11
chb21,chb21_32.edf,74.06613508769729,1.4993259897301358e-09,3.8883317677165897e-10
chb21,chb21_33.edf,70.4581414911134,2.044876951009308e-09,6.040946555480039e-10
chb22,chb22_01.edf,95.65791137238568,5.334969826325223e-09,2.316491181155228e-10
chb22,chb22_02.edf,22.1851364639168,1.908874144348859e-09,1.4853878105006407e-09
chb22,chb22_03.edf,11.01640529642729,1.0744863133528902e-09,9.56116546219296e-10
chb22,chb22_04.edf,78.69058795903288,9.27797680624651e-10,1.97708230670843e-10
chb22,chb22_05.edf,30.91779712827457,7.069505205509272e-10,4.883769928097105e-10
chb22,chb22_06.edf,76.16681061809622,3.7744383951494277e-10,8.995690508192527e-11
chb22,chb22_07.edf,79.47334239330218,2.364161037894364e-09,4.852832415195297e-10
chb22,chb22_08.edf,94.36703841444624,7.712478665184023e-09,4.344409605038446e-10
chb22,chb22_09.edf,97.12167322177628,1.0512409156404248e-08,3.025814877852263e-10
chb22,chb22_10.edf,97.47253180936376,1.0278852048614673e-08,2.597947158912973e-10
chb22,chb22_11.edf,95.85684182714928,1.4153285862165179e-08,5.863930199252228e-10
